dataset_key,dataset_name,k,method,variant,action,candidate_mode,target_top_player,target_outside_player,remaining_order,model_a,model_b,winner,match_id,match_copy,outcome,row_uid
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,11,gpt-3.5-turbo,alpaca-13b,1.0,11,forward,1.0,11
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,12,gpt-3.5-turbo,alpaca-13b,1.0,12,forward,1.0,12
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,13,gpt-3.5-turbo,alpaca-13b,1.0,13,forward,1.0,13
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,14,gpt-3.5-turbo,claude-v1,1.0,14,forward,1.0,14
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,15,gpt-3.5-turbo,claude-v1,1.0,15,forward,1.0,15
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,16,gpt-3.5-turbo,vicuna-13b-v1.2,1.0,16,forward,1.0,16
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,17,gpt-3.5-turbo,vicuna-13b-v1.2,1.0,17,forward,1.0,17
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,18,gpt-4,llama-13b,1.0,18,forward,1.0,18
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,19,gpt-4,llama-13b,1.0,19,forward,1.0,19
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,20,gpt-4,llama-13b,1.0,20,forward,1.0,20
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,21,gpt-4,llama-13b,1.0,21,forward,1.0,21
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,22,gpt-4,vicuna-13b-v1.2,1.0,22,forward,1.0,22
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,23,gpt-4,vicuna-13b-v1.2,1.0,23,forward,1.0,23
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,24,vicuna-13b-v1.2,llama-13b,0.0,24,forward,0.0,24
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,25,vicuna-13b-v1.2,llama-13b,1.0,25,forward,1.0,25
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,26,vicuna-13b-v1.2,llama-13b,1.0,26,forward,1.0,26
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,27,vicuna-13b-v1.2,llama-13b,1.0,27,forward,1.0,27
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,28,alpaca-13b,gpt-3.5-turbo,0.0,28,forward,0.0,28
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,29,alpaca-13b,gpt-3.5-turbo,0.0,29,forward,0.0,29
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,30,alpaca-13b,llama-13b,1.0,30,forward,1.0,30
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,31,alpaca-13b,llama-13b,1.0,31,forward,1.0,31
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,32,alpaca-13b,vicuna-13b-v1.2,0.0,32,forward,0.0,32
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,33,alpaca-13b,vicuna-13b-v1.2,0.0,33,forward,0.0,33
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,34,alpaca-13b,vicuna-13b-v1.2,1.0,34,forward,1.0,34
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,35,alpaca-13b,vicuna-13b-v1.2,1.0,35,forward,1.0,35
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,36,claude-v1,gpt-3.5-turbo,1.0,37,forward,1.0,37
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,37,claude-v1,gpt-4,1.0,38,forward,1.0,38
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,38,claude-v1,gpt-4,1.0,39,forward,1.0,39
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,39,claude-v1,gpt-4,1.0,40,forward,1.0,40
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,40,claude-v1,gpt-4,0.0,41,forward,0.0,41
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,41,gpt-3.5-turbo,alpaca-13b,0.0,42,forward,0.0,42
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,42,gpt-3.5-turbo,alpaca-13b,1.0,43,forward,1.0,43
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,43,gpt-3.5-turbo,alpaca-13b,0.0,44,forward,0.0,44
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,44,gpt-3.5-turbo,alpaca-13b,0.0,45,forward,0.0,45
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,45,gpt-3.5-turbo,claude-v1,1.0,46,forward,1.0,46
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,46,gpt-3.5-turbo,gpt-4,1.0,48,forward,1.0,48
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,47,gpt-3.5-turbo,gpt-4,0.0,49,forward,0.0,49
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,48,gpt-3.5-turbo,llama-13b,0.0,50,forward,0.0,50
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,49,gpt-3.5-turbo,llama-13b,1.0,51,forward,1.0,51
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,50,gpt-3.5-turbo,llama-13b,1.0,52,forward,1.0,52
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,51,gpt-3.5-turbo,llama-13b,1.0,53,forward,1.0,53
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,52,gpt-3.5-turbo,llama-13b,0.0,54,forward,0.0,54
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,53,gpt-3.5-turbo,llama-13b,1.0,55,forward,1.0,55
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,54,gpt-3.5-turbo,vicuna-13b-v1.2,1.0,56,forward,1.0,56
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,55,gpt-3.5-turbo,vicuna-13b-v1.2,0.0,57,forward,0.0,57
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,56,gpt-3.5-turbo,vicuna-13b-v1.2,1.0,58,forward,1.0,58
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,57,gpt-3.5-turbo,vicuna-13b-v1.2,0.0,59,forward,0.0,59
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,58,gpt-3.5-turbo,vicuna-13b-v1.2,0.0,60,forward,0.0,60
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,59,gpt-3.5-turbo,vicuna-13b-v1.2,0.0,61,forward,0.0,61
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,60,gpt-3.5-turbo,vicuna-13b-v1.2,1.0,62,forward,1.0,62
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,61,gpt-3.5-turbo,vicuna-13b-v1.2,1.0,63,forward,1.0,63
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,62,gpt-4,claude-v1,1.0,64,forward,1.0,64
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,63,gpt-4,claude-v1,1.0,65,forward,1.0,65
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,64,gpt-4,claude-v1,0.0,66,forward,0.0,66
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,65,gpt-4,claude-v1,0.0,67,forward,0.0,67
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,66,gpt-4,claude-v1,0.0,68,forward,0.0,68
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,67,gpt-4,claude-v1,0.0,69,forward,0.0,69
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,68,gpt-4,vicuna-13b-v1.2,0.0,70,forward,0.0,70
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,69,gpt-4,vicuna-13b-v1.2,1.0,71,forward,1.0,71
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,70,llama-13b,gpt-4,0.0,72,forward,0.0,72
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,71,llama-13b,gpt-4,0.0,73,forward,0.0,73
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,72,llama-13b,gpt-4,0.0,74,forward,0.0,74
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,73,llama-13b,gpt-4,0.0,75,forward,0.0,75
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,74,llama-13b,gpt-4,0.0,76,forward,0.0,76
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,75,llama-13b,gpt-4,0.0,77,forward,0.0,77
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,76,llama-13b,vicuna-13b-v1.2,1.0,78,forward,1.0,78
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,77,llama-13b,vicuna-13b-v1.2,0.0,79,forward,0.0,79
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,78,vicuna-13b-v1.2,gpt-3.5-turbo,0.0,80,forward,0.0,80
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,79,vicuna-13b-v1.2,gpt-3.5-turbo,1.0,81,forward,1.0,81
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,80,vicuna-13b-v1.2,gpt-4,0.0,82,forward,0.0,82
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,81,vicuna-13b-v1.2,gpt-4,0.0,83,forward,0.0,83
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,82,vicuna-13b-v1.2,llama-13b,1.0,84,forward,1.0,84
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,83,vicuna-13b-v1.2,llama-13b,1.0,85,forward,1.0,85
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,84,alpaca-13b,claude-v1,0.0,86,forward,0.0,86
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,85,alpaca-13b,claude-v1,0.0,87,forward,0.0,87
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,86,claude-v1,gpt-3.5-turbo,1.0,88,forward,1.0,88
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,87,claude-v1,gpt-3.5-turbo,1.0,89,forward,1.0,89
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,88,claude-v1,llama-13b,1.0,90,forward,1.0,90
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,89,claude-v1,llama-13b,0.0,91,forward,0.0,91
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,90,gpt-3.5-turbo,claude-v1,1.0,92,forward,1.0,92
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,91,gpt-3.5-turbo,claude-v1,1.0,93,forward,1.0,93
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,92,gpt-4,alpaca-13b,0.0,94,forward,0.0,94
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,93,gpt-4,alpaca-13b,0.0,95,forward,0.0,95
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,94,gpt-4,alpaca-13b,1.0,96,forward,1.0,96
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,95,gpt-4,alpaca-13b,1.0,97,forward,1.0,97
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,96,gpt-4,alpaca-13b,1.0,98,forward,1.0,98
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,97,gpt-4,alpaca-13b,1.0,99,forward,1.0,99
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,98,gpt-4,claude-v1,0.0,100,forward,0.0,100
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,99,gpt-4,claude-v1,1.0,101,forward,1.0,101
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,100,gpt-4,claude-v1,0.0,102,forward,0.0,102
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,101,gpt-4,gpt-3.5-turbo,0.0,103,forward,0.0,103
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,102,gpt-4,gpt-3.5-turbo,1.0,104,forward,1.0,104
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,103,llama-13b,gpt-3.5-turbo,0.0,105,forward,0.0,105
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,104,llama-13b,gpt-3.5-turbo,1.0,106,forward,1.0,106
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,105,llama-13b,gpt-4,0.0,107,forward,0.0,107
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,106,llama-13b,gpt-4,0.0,108,forward,0.0,108
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,107,llama-13b,vicuna-13b-v1.2,0.0,109,forward,0.0,109
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,108,llama-13b,vicuna-13b-v1.2,0.0,110,forward,0.0,110
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,109,vicuna-13b-v1.2,gpt-3.5-turbo,1.0,111,forward,1.0,111
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,110,vicuna-13b-v1.2,gpt-3.5-turbo,0.0,112,forward,0.0,112
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,111,vicuna-13b-v1.2,gpt-3.5-turbo,1.0,113,forward,1.0,113
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,112,vicuna-13b-v1.2,gpt-3.5-turbo,0.0,114,forward,0.0,114
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,113,vicuna-13b-v1.2,gpt-4,1.0,115,forward,1.0,115
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,114,vicuna-13b-v1.2,gpt-4,0.0,116,forward,0.0,116
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,115,vicuna-13b-v1.2,llama-13b,1.0,117,forward,1.0,117
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,116,vicuna-13b-v1.2,llama-13b,1.0,118,forward,1.0,118
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,117,alpaca-13b,gpt-3.5-turbo,0.0,119,forward,0.0,119
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,118,alpaca-13b,gpt-3.5-turbo,0.0,120,forward,0.0,120
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,119,alpaca-13b,llama-13b,1.0,121,forward,1.0,121
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,120,alpaca-13b,llama-13b,0.0,122,forward,0.0,122
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,121,alpaca-13b,vicuna-13b-v1.2,1.0,123,forward,1.0,123
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,122,alpaca-13b,vicuna-13b-v1.2,0.0,124,forward,0.0,124
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,123,alpaca-13b,vicuna-13b-v1.2,0.0,125,forward,0.0,125
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,124,alpaca-13b,vicuna-13b-v1.2,0.0,126,forward,0.0,126
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,125,gpt-3.5-turbo,alpaca-13b,1.0,127,forward,1.0,127
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,126,gpt-3.5-turbo,alpaca-13b,1.0,128,forward,1.0,128
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,127,gpt-3.5-turbo,alpaca-13b,1.0,129,forward,1.0,129
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,128,gpt-3.5-turbo,alpaca-13b,1.0,130,forward,1.0,130
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,129,gpt-3.5-turbo,alpaca-13b,0.0,131,forward,0.0,131
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,130,gpt-3.5-turbo,alpaca-13b,1.0,132,forward,1.0,132
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,131,gpt-3.5-turbo,claude-v1,1.0,133,forward,1.0,133
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,132,gpt-3.5-turbo,claude-v1,1.0,134,forward,1.0,134
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,133,gpt-3.5-turbo,vicuna-13b-v1.2,0.0,135,forward,0.0,135
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,134,gpt-3.5-turbo,vicuna-13b-v1.2,1.0,136,forward,1.0,136
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,135,llama-13b,claude-v1,1.0,137,forward,1.0,137
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,136,llama-13b,claude-v1,1.0,138,forward,1.0,138
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,137,llama-13b,claude-v1,1.0,139,forward,1.0,139
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,138,llama-13b,claude-v1,0.0,140,forward,0.0,140
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,139,llama-13b,gpt-4,1.0,141,forward,1.0,141
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,140,llama-13b,gpt-4,0.0,142,forward,0.0,142
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,141,llama-13b,vicuna-13b-v1.2,0.0,143,forward,0.0,143
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,142,llama-13b,vicuna-13b-v1.2,0.0,144,forward,0.0,144
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,143,alpaca-13b,claude-v1,0.0,145,forward,0.0,145
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,144,alpaca-13b,claude-v1,0.0,146,forward,0.0,146
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,145,alpaca-13b,gpt-4,0.0,147,forward,0.0,147
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,146,alpaca-13b,gpt-4,0.0,148,forward,0.0,148
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,147,alpaca-13b,llama-13b,1.0,149,forward,1.0,149
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,148,alpaca-13b,llama-13b,1.0,150,forward,1.0,150
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,149,alpaca-13b,vicuna-13b-v1.2,0.0,151,forward,0.0,151
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,150,alpaca-13b,vicuna-13b-v1.2,0.0,152,forward,0.0,152
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,151,claude-v1,alpaca-13b,1.0,153,forward,1.0,153
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,152,claude-v1,alpaca-13b,1.0,154,forward,1.0,154
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,153,claude-v1,alpaca-13b,1.0,155,forward,1.0,155
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,154,claude-v1,alpaca-13b,1.0,156,forward,1.0,156
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,155,claude-v1,gpt-3.5-turbo,1.0,158,forward,1.0,158
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,156,claude-v1,gpt-4,1.0,159,forward,1.0,159
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,157,claude-v1,gpt-4,0.0,160,forward,0.0,160
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,158,gpt-3.5-turbo,alpaca-13b,1.0,161,forward,1.0,161
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,159,gpt-3.5-turbo,alpaca-13b,1.0,162,forward,1.0,162
