dataset_key,dataset_name,variant,action,candidate_mode,target_player_a,target_player_b,selected_order,model_a,model_b,winner,match_id,match_copy,outcome,influence,influence_abs,fitted_probability,residual,leverage,objective_value,row_uid
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,25,llama-13b,claude-v1,1.0,1602,forward,1.0,-0.001733797836719676,0.001733797836719676,0.1103022603850359,0.8896977396149641,0.0005543292279864171,0.37819503728739257,1602
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,26,llama-13b,claude-v1,1.0,1111,reverse,1.0,-0.001733797836719676,0.001733797836719676,0.1103022603850359,0.8896977396149641,0.0005543292279864171,0.37819503728739257,4466
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,27,llama-13b,claude-v1,1.0,850,reverse,1.0,-0.001733797836719676,0.001733797836719676,0.1103022603850359,0.8896977396149641,0.0005543292279864171,0.37819503728739257,4205
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,28,llama-13b,claude-v1,1.0,853,reverse,1.0,-0.001733797836719676,0.001733797836719676,0.1103022603850359,0.8896977396149641,0.0005543292279864171,0.37819503728739257,4208
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,29,claude-v1,llama-13b,0.0,2398,reverse,0.0,-0.001733797836719676,0.001733797836719676,0.8896977396149641,-0.8896977396149641,0.0005543292279864171,0.37819503728739257,5753
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,30,claude-v1,llama-13b,0.0,2399,reverse,0.0,-0.001733797836719676,0.001733797836719676,0.8896977396149641,-0.8896977396149641,0.0005543292279864171,0.37819503728739257,5754
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,31,llama-13b,claude-v1,1.0,1298,forward,1.0,-0.001733797836719676,0.001733797836719676,0.1103022603850359,0.8896977396149641,0.0005543292279864171,0.37819503728739257,1298
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,32,claude-v1,llama-13b,0.0,137,reverse,0.0,-0.001733797836719676,0.001733797836719676,0.8896977396149641,-0.8896977396149641,0.0005543292279864171,0.37819503728739257,3492
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,33,claude-v1,llama-13b,0.0,139,reverse,0.0,-0.001733797836719676,0.001733797836719676,0.8896977396149641,-0.8896977396149641,0.0005543292279864171,0.37819503728739257,3494
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,34,claude-v1,llama-13b,0.0,850,forward,0.0,-0.001733797836719676,0.001733797836719676,0.8896977396149641,-0.8896977396149641,0.0005543292279864171,0.37819503728739257,850
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,35,llama-13b,claude-v1,1.0,2296,reverse,1.0,-0.001733797836719676,0.001733797836719676,0.1103022603850359,0.8896977396149641,0.0005543292279864171,0.37819503728739257,5651
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,36,llama-13b,claude-v1,1.0,2298,reverse,1.0,-0.001733797836719676,0.001733797836719676,0.1103022603850359,0.8896977396149641,0.0005543292279864171,0.37819503728739257,5653
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,37,llama-13b,claude-v1,1.0,391,reverse,1.0,-0.001733797836719676,0.001733797836719676,0.1103022603850359,0.8896977396149641,0.0005543292279864171,0.37819503728739257,3746
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,38,llama-13b,claude-v1,1.0,1218,forward,1.0,-0.001733797836719676,0.001733797836719676,0.1103022603850359,0.8896977396149641,0.0005543292279864171,0.37819503728739257,1218
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,39,llama-13b,claude-v1,1.0,1219,forward,1.0,-0.001733797836719676,0.001733797836719676,0.1103022603850359,0.8896977396149641,0.0005543292279864171,0.37819503728739257,1219
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,40,llama-13b,claude-v1,1.0,1048,forward,1.0,-0.001733797836719676,0.001733797836719676,0.1103022603850359,0.8896977396149641,0.0005543292279864171,0.37819503728739257,1048
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,41,llama-13b,claude-v1,1.0,1049,forward,1.0,-0.001733797836719676,0.001733797836719676,0.1103022603850359,0.8896977396149641,0.0005543292279864171,0.37819503728739257,1049
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,42,claude-v1,llama-13b,0.0,1298,reverse,0.0,-0.001733797836719676,0.001733797836719676,0.8896977396149641,-0.8896977396149641,0.0005543292279864171,0.37819503728739257,4653
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,43,llama-13b,claude-v1,1.0,3311,reverse,1.0,-0.001733797836719676,0.001733797836719676,0.1103022603850359,0.8896977396149641,0.0005543292279864171,0.37819503728739257,6666
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,44,claude-v1,llama-13b,0.0,91,forward,0.0,-0.001733797836719676,0.001733797836719676,0.8896977396149641,-0.8896977396149641,0.0005543292279864171,0.37819503728739257,91
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,45,llama-13b,claude-v1,1.0,1998,forward,1.0,-0.001733797836719676,0.001733797836719676,0.1103022603850359,0.8896977396149641,0.0005543292279864171,0.37819503728739257,1998
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,46,llama-13b,claude-v1,1.0,1997,forward,1.0,-0.001733797836719676,0.001733797836719676,0.1103022603850359,0.8896977396149641,0.0005543292279864171,0.37819503728739257,1997
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,47,llama-13b,claude-v1,1.0,3181,reverse,1.0,-0.001733797836719676,0.001733797836719676,0.1103022603850359,0.8896977396149641,0.0005543292279864171,0.37819503728739257,6536
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,48,llama-13b,claude-v1,1.0,138,forward,1.0,-0.001733797836719676,0.001733797836719676,0.1103022603850359,0.8896977396149641,0.0005543292279864171,0.37819503728739257,138
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,49,llama-13b,claude-v1,1.0,139,forward,1.0,-0.001733797836719676,0.001733797836719676,0.1103022603850359,0.8896977396149641,0.0005543292279864171,0.37819503728739257,139
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,50,llama-13b,claude-v1,1.0,2426,forward,1.0,-0.001733797836719676,0.001733797836719676,0.1103022603850359,0.8896977396149641,0.0005543292279864171,0.37819503728739257,2426
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,51,llama-13b,claude-v1,1.0,2398,forward,1.0,-0.001733797836719676,0.001733797836719676,0.1103022603850359,0.8896977396149641,0.0005543292279864171,0.37819503728739257,2398
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,52,llama-13b,claude-v1,1.0,2399,forward,1.0,-0.001733797836719676,0.001733797836719676,0.1103022603850359,0.8896977396149641,0.0005543292279864171,0.37819503728739257,2399
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,53,llama-13b,claude-v1,1.0,1846,forward,1.0,-0.001733797836719676,0.001733797836719676,0.1103022603850359,0.8896977396149641,0.0005543292279864171,0.37819503728739257,1846
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,54,llama-13b,claude-v1,1.0,1848,forward,1.0,-0.001733797836719676,0.001733797836719676,0.1103022603850359,0.8896977396149641,0.0005543292279864171,0.37819503728739257,1848
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,55,llama-13b,claude-v1,1.0,137,forward,1.0,-0.001733797836719676,0.001733797836719676,0.1103022603850359,0.8896977396149641,0.0005543292279864171,0.37819503728739257,137
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,56,llama-13b,claude-v1,1.0,1367,reverse,1.0,-0.001733797836719676,0.001733797836719676,0.1103022603850359,0.8896977396149641,0.0005543292279864171,0.37819503728739257,4722
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,57,claude-v1,llama-13b,0.0,1111,forward,0.0,-0.001733797836719676,0.001733797836719676,0.8896977396149641,-0.8896977396149641,0.0005543292279864171,0.37819503728739257,1111
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,58,llama-13b,claude-v1,1.0,648,reverse,1.0,-0.001733797836719676,0.001733797836719676,0.1103022603850359,0.8896977396149641,0.0005543292279864171,0.37819503728739257,4003
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,59,llama-13b,claude-v1,1.0,2071,forward,1.0,-0.001733797836719676,0.001733797836719676,0.1103022603850359,0.8896977396149641,0.0005543292279864171,0.37819503728739257,2071
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,60,gpt-4,claude-v1,1.0,2332,reverse,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,5687
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,61,gpt-4,claude-v1,1.0,2923,forward,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,2923
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,62,gpt-4,claude-v1,1.0,220,forward,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,220
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,63,gpt-4,claude-v1,1.0,219,forward,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,219
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,64,gpt-4,claude-v1,1.0,1633,forward,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,1633
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,65,gpt-4,claude-v1,1.0,1592,forward,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,1592
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,66,gpt-4,claude-v1,1.0,2837,forward,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,2837
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,67,gpt-4,claude-v1,1.0,418,forward,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,418
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,68,gpt-4,claude-v1,1.0,419,forward,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,419
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,69,gpt-4,claude-v1,1.0,2331,reverse,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,5686
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,70,gpt-4,claude-v1,1.0,1557,forward,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,1557
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,71,gpt-4,claude-v1,1.0,1931,reverse,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,5286
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,72,gpt-4,claude-v1,1.0,2746,forward,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,2746
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,73,gpt-4,claude-v1,1.0,1665,forward,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,1665
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,74,gpt-4,claude-v1,1.0,160,reverse,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,3515
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,75,gpt-4,claude-v1,1.0,1930,reverse,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,5285
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,76,gpt-4,claude-v1,1.0,925,reverse,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,4280
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,77,gpt-4,claude-v1,1.0,996,forward,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,996
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,78,gpt-4,claude-v1,1.0,997,forward,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,997
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,79,gpt-4,claude-v1,1.0,998,forward,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,998
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,80,gpt-4,claude-v1,1.0,2912,reverse,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,6267
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,81,gpt-4,claude-v1,1.0,2552,forward,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,2552
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,82,gpt-4,claude-v1,1.0,2627,forward,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,2627
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,83,gpt-4,claude-v1,1.0,2650,forward,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,2650
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,84,gpt-4,claude-v1,1.0,2651,forward,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,2651
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,85,gpt-4,claude-v1,1.0,246,forward,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,246
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,86,gpt-4,claude-v1,1.0,247,forward,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,247
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,87,gpt-4,claude-v1,1.0,2726,reverse,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,6081
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,88,gpt-4,claude-v1,1.0,1634,forward,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,1634
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,89,gpt-4,claude-v1,1.0,1635,forward,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,1635
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,90,gpt-4,claude-v1,1.0,999,forward,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,999
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,91,gpt-4,claude-v1,1.0,2867,reverse,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,6222
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,92,gpt-4,claude-v1,1.0,2868,reverse,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,6223
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,93,gpt-4,claude-v1,1.0,2551,forward,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,2551
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,94,gpt-4,claude-v1,1.0,2825,reverse,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,6180
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,95,gpt-4,claude-v1,1.0,222,forward,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,222
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,96,gpt-4,claude-v1,1.0,221,forward,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,221
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,97,gpt-4,claude-v1,1.0,2626,forward,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,2626
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,98,gpt-4,claude-v1,1.0,1556,forward,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,1556
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,99,gpt-4,claude-v1,1.0,2229,forward,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,2229
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,100,gpt-4,claude-v1,1.0,800,reverse,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,4155
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,101,gpt-4,claude-v1,1.0,801,reverse,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,4156
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,102,gpt-4,claude-v1,1.0,802,reverse,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,4157
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,103,gpt-4,claude-v1,1.0,803,reverse,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,4158
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,104,gpt-4,claude-v1,1.0,804,reverse,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,4159
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,105,gpt-4,claude-v1,1.0,3327,forward,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,3327
mt_bench_human,MT-Bench Human Judgments,drop,drop,,gpt-4,claude-v1,106,gpt-4,claude-v1,1.0,3328,forward,1.0,-0.0017278872980608642,0.0017278872980608642,0.5934376942188905,0.4065623057811095,0.0010243430993226203,0.37819503728739257,3328
